timestamp,region,pm25,temperature,humidity
,location,,30.4,41.17
2025-01-11T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,157.0,33.88,43.85
2025-01-12T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,127.0,31.71,50.83
2025-01-12T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,174.0,21.67,50.28
2025-01-12T10:30:00.000Z,US Diplomatic Post: New Delhi-8118,150.0,34.23,43.66
2025-01-12T14:30:00.000Z,US Diplomatic Post: New Delhi-8118,153.0,29.58,34.49
2025-01-12T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,199.0,25.91,57.84
2025-01-12T21:30:00.000Z,New Delhi-8118,138.0,34.21,37.67
2025-01-13T01:30:00.000Z,New Delhi-8118,84.0,24.07,44.39
2025-01-13T05:30:00.000Z,New Delhi-8118,121.0,30.17,68.96
