timestamp,region,pm25,temperature,humidity
2025-01-11T16:30:00.000Z,US Diplomatic Post: New Delhi-8118,127.0,23.54,57.27
2025-01-11T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,134.0,23.07,36.65
2025-01-11T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,159.0,24.36,52.49
2025-01-12T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,129.0,22.56,57.15
2025-01-12T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,158.0,33.28,52.01
2025-01-12T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,149.0,31.07,34.45
2025-01-12T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,156.0,25.02,41.57
,location,,30.67,32.58
2025-01-12T22:30:00.000Z,New Delhi-8118,121.0,32.03,54.61
2025-01-13T02:30:00.000Z,New Delhi-8118,88.0,34.75,44.63
2025-01-13T06:30:00.000Z,New Delhi-8118,97.0,34.12,41.84
