timestamp,region,pm25,temperature,humidity
2025-01-10T01:30:00.000Z,US Diplomatic Post: New Delhi-8118,157.0,25.06,69.94
2025-01-10T05:30:00.000Z,US Diplomatic Post: New Delhi-8118,248.0,31.2,38.49
2025-01-10T09:30:00.000Z,US Diplomatic Post: New Delhi-8118,209.0,28.91,43.13
2025-01-10T13:30:00.000Z,US Diplomatic Post: New Delhi-8118,217.0,33.92,40.39
2025-01-10T17:30:00.000Z,US Diplomatic Post: New Delhi-8118,290.0,34.8,41.93
2025-01-10T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,188.0,34.95,42.13
2025-01-11T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,138.0,23.89,30.79
2025-01-11T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,157.0,31.78,31.93
2025-01-11T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,182.0,29.69,42.53
2025-01-11T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,226.0,28.13,57.78
