timestamp,region,pm25,temperature,humidity
2024-12-31T21:30:00.000Z,New Delhi-8118,286.0,20.16,55.91
2025-01-01T01:30:00.000Z,New Delhi-8118,185.0,20.65,47.49
2025-01-01T05:30:00.000Z,New Delhi-8118,193.0,32.29,48.4
2025-01-01T09:30:00.000Z,New Delhi-8118,196.0,20.35,51.89
2025-01-01T13:30:00.000Z,New Delhi-8118,206.0,31.57,38.57
2025-01-01T17:30:00.000Z,New Delhi-8118,205.0,23.98,69.18
2025-01-01T20:30:00.000Z,New Delhi-8118,158.0,33.69,32.72
2025-01-02T00:30:00.000Z,New Delhi-8118,174.0,33.43,60.81
2025-01-02T04:30:00.000Z,New Delhi-8118,204.0,27.18,45.82
2025-01-02T08:30:00.000Z,New Delhi-8118,190.0,25.99,63.46
2025-01-02T12:30:00.000Z,New Delhi-8118,198.0,34.11,62.04
2025-01-02T16:30:00.000Z,New Delhi-8118,291.0,28.25,53.05
2025-01-02T19:30:00.000Z,US Diplomatic Post: New Delhi-8118,210.0,29.13,31.61
2025-01-02T23:30:00.000Z,US Diplomatic Post: New Delhi-8118,220.0,27.44,34.85
2025-01-03T03:30:00.000Z,US Diplomatic Post: New Delhi-8118,180.0,20.74,47.07
2025-01-03T07:30:00.000Z,US Diplomatic Post: New Delhi-8118,431.0,33.42,44.12
2025-01-03T11:30:00.000Z,US Diplomatic Post: New Delhi-8118,208.0,28.36,60.2
2025-01-03T15:30:00.000Z,US Diplomatic Post: New Delhi-8118,261.0,30.71,43.18
,location,,32.72,56.63
2025-01-03T22:30:00.000Z,US Diplomatic Post: New Delhi-8118,195.0,20.07,42.54
2025-01-04T02:30:00.000Z,US Diplomatic Post: New Delhi-8118,167.0,28.97,46.22
2025-01-04T06:30:00.000Z,US Diplomatic Post: New Delhi-8118,416.0,33.53,49.48
2025-01-04T10:30:00.000Z,US Diplomatic Post: New Delhi-8118,352.0,33.31,58.75
2025-01-04T14:30:00.000Z,US Diplomatic Post: New Delhi-8118,283.0,30.16,41.54
2025-01-04T18:30:00.000Z,US Diplomatic Post: New Delhi-8118,308.0,24.36,69.65
2025-01-04T21:30:00.000Z,New Delhi-8118,-999.0,20.36,64.62
2025-01-05T01:30:00.000Z,New Delhi-8118,-999.0,25.81,35.99
2025-01-05T05:30:00.000Z,New Delhi-8118,-999.0,27.1,58.77
2025-01-05T09:30:00.000Z,New Delhi-8118,-999.0,31.13,59.95
2025-01-05T13:30:00.000Z,New Delhi-8118,-999.0,24.65,64.5
2025-01-05T17:30:00.000Z,New Delhi-8118,-999.0,23.57,49.08
2025-01-05T20:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,33.64,38.56
2025-01-06T00:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,22.92,38.51
2025-01-06T04:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,32.96,59.22
2025-01-06T08:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,27.76,51.15
2025-01-06T12:30:00.000Z,US Diplomatic Post: New Delhi-8118,-999.0,28.07,63.64
